customer_id,city,acquisition_channel,order_count,net_gmv,first_order_date,retained_90d_raw
C126280,North Judithbury,Organic,14,7090.75,2024-07-06,1
C126281,Robinsonshire,Organic,1,83.88,2024-01-12,0
C126282,North Noahstad,Organic,1,630.01,2024-08-28,0
C126283,East Jessetown,Paid Search,34,22373.0,2024-01-15,1
C126284,Robinsonshire,Organic,1,2068.28,2024-05-26,0
C126285,East Jessetown,Paid Search,1,256.61,2025-04-12,0
C126286,East Jill,App Store,1,1828.42,2024-03-18,0
C126287,Lake Roberto,App Store,1,1332.11,2024-10-01,0
C126288,East Jessetown,Organic,1,202.56,2025-05-11,0
C126289,Robinsonshire,Organic,14,8385.03,2024-11-02,1
C126290,Robinsonshire,Organic,1,394.96,2024-04-21,0
C126291,Ericmouth,Social Media,1,460.36,2025-06-14,0
C126292,North Noahstad,Social Media,5,2671.86,2024-05-22,1
C126293,Robinsonshire,App Store,16,5331.84,2024-04-24,1
C126294,North Judithbury,App Store,1,201.31,2024-10-03,0
C126295,Robinsonshire,Social Media,1,427.71,2024-01-23,0
C126296,Ericmouth,App Store,1,543.02,2024-06-26,0
C126297,Lake Debra,Paid Search,1,337.83,2024-01-16,0
C126298,Robinsonshire,Referral,1,275.03,2023-08-16,0
C126299,Lake Roberto,Paid Search,1,895.09,2023-11-29,0
C126300,Lake Debra,App Store,11,4493.81,2024-11-17,1
C126301,Lake Debra,App Store,32,11654.36,2025-03-09,1
C126302,Lake Debra,Organic,1,291.98,2023-12-01,0
C126303,Ericmouth,App Store,1,189.74,2024-01-29,0
C126304,Lake Debra,Organic,23,13628.97,2023-10-29,1
C126305,East Jessetown,App Store,1,341.49,2023-09-23,0
C126306,Robinsonshire,Organic,1,1412.8,2023-11-24,0
C126307,Lisatown,Organic,1,721.54,2025-01-23,0
C126308,North Noahstad,Organic,24,14056.85,2025-01-13,1
C126309,Ericmouth,Paid Search,1,189.87,2025-06-04,0
C126310,Lake Roberto,Paid Search,1,866.79,2023-07-23,0
C126311,Lake Roberto,App Store,51,42433.05,2025-01-11,1
C126312,Lake Debra,Organic,1,131.84,2024-09-02,0
C126313,East Jessetown,App Store,11,5248.73,2024-03-03,1
C126314,Robinsonshire,Paid Search,1,1813.77,2023-11-05,0
C126315,Lake Roberto,Social Media,17,24870.6,2023-11-05,1
C126316,Robinsonshire,Paid Search,10,7130.2,2024-07-07,1
C126317,New Roberttown,Social Media,1,1081.6,2025-02-02,0
C126318,North Judithbury,Social Media,1,122.74,2023-10-11,0
C126319,North Judithbury,Organic,19,7865.95,2024-11-01,1
C126320,Lake Debra,Organic,15,10592.94,2023-10-30,1
C126321,Lake Roberto,Paid Search,1,70.43,2023-11-27,0
C126322,Lake Roberto,Organic,22,18102.42,2023-07-24,1
C126323,Ericmouth,Referral,1,412.15,2025-05-25,0
C126324,Lake Roberto,Paid Search,5,5050.43,2024-02-09,0
C126325,North Judithbury,Social Media,1,114.78,2024-09-07,0
C126326,Ericmouth,Organic,8,4919.87,2023-10-22,1
C126327,North Noahstad,App Store,15,7250.48,2024-09-05,1
C126328,Ericmouth,Referral,31,21858.35,2024-11-28,1
C126329,Lake Debra,Organic,1,494.76,2024-04-15,0
C126330,New Roberttown,Organic,1,307.94,2024-08-30,0
C126331,North Noahstad,Social Media,17,13320.08,2023-11-30,1
C126332,East Jill,Organic,1,1160.53,2024-05-18,0
C126333,Lake Roberto,Paid Search,1,171.26,2024-09-05,0
C126334,North Noahstad,Referral,1,277.28,2023-09-05,0
C126335,North Noahstad,Referral,34,21430.71,2024-05-06,1
C126336,Robinsonshire,Organic,1,344.3,2024-04-05,0
C126337,Ericmouth,Social Media,1,450.66,2023-10-29,0
C126338,Ericmouth,Paid Search,12,9000.05,2023-09-12,1
C126339,North Noahstad,Organic,1,203.01,2023-07-17,0
C126340,East Jessetown,App Store,1,137.25,2024-03-21,0
C126341,Lisatown,Referral,41,21310.45,2025-04-11,1
C126342,Ericmouth,Referral,40,33405.99,2024-12-10,1
C126343,New Roberttown,Referral,62,68595.46,2025-05-17,1
C126344,New Roberttown,Referral,1,424.01,2024-07-13,0
C126345,East Jessetown,Paid Search,1,295.58,2023-09-19,0
C126346,East Jessetown,Social Media,16,11699.64,2024-06-29,1
C126347,Lake Roberto,Paid Search,1,610.58,2024-02-02,0
C126348,North Noahstad,Paid Search,1,222.42,2024-09-30,0
C126349,East Jill,Social Media,1,504.96,2024-12-12,0
C126350,East Jessetown,Organic,9,5076.0,2025-05-22,1
C126351,North Noahstad,Organic,1,1019.02,2024-10-18,0
C126352,Robinsonshire,Referral,6,4905.33,2024-09-14,1
C126353,New Roberttown,Referral,69,45930.99,2024-04-23,1
C126354,Lisatown,Organic,1,22.96,2023-11-27,0
C126355,Ericmouth,Referral,6,2107.3,2024-02-22,0
C126356,East Jessetown,Social Media,11,4749.58,2024-08-27,0
C126357,Lake Debra,Organic,1,217.17,2025-06-26,0
C126358,Lisatown,App Store,1,156.32,2024-09-17,0
C126359,Ericmouth,App Store,38,33384.66,2023-09-19,1
C126360,Robinsonshire,Organic,1,1847.31,2023-09-25,0
C126361,North Noahstad,Referral,1,1676.62,2025-02-23,0
C126362,Lake Roberto,App Store,1,623.04,2025-03-11,0
C126363,Lake Debra,Paid Search,1,155.57,2024-04-11,0
C126364,Lake Debra,Social Media,19,11694.83,2024-02-12,1
C126365,Lisatown,Paid Search,19,8201.48,2023-07-12,1
C126366,North Judithbury,Organic,1,535.33,2025-02-10,0
C126367,New Roberttown,Paid Search,1,394.67,2025-02-04,0
C126368,New Roberttown,Social Media,24,11668.81,2024-10-19,1
C126369,Ericmouth,Paid Search,28,26798.31,2025-06-20,1
C126370,Ericmouth,Organic,15,7287.3,2023-11-21,1
C126371,Ericmouth,Paid Search,15,12274.19,2025-03-01,1
C126372,East Jill,App Store,1,301.74,2025-06-08,0
C126373,New Roberttown,App Store,1,400.91,2024-09-30,0
C126374,East Jessetown,App Store,17,7077.94,2024-10-24,1
C126375,North Judithbury,App Store,1,595.57,2024-12-28,0
C126376,New Roberttown,Paid Search,23,18055.92,2024-03-16,1
C126377,Lake Debra,Paid Search,1,641.96,2024-01-25,0
C126378,Ericmouth,Social Media,1,345.18,2024-10-29,0
C126379,East Jill,Organic,55,27380.79,2024-01-26,1
C126380,Ericmouth,App Store,45,28551.78,2025-01-17,1
C126381,Ericmouth,Organic,17,8062.04,2025-03-19,1
C126382,East Jill,Social Media,1,199.81,2024-07-19,0
C126383,New Roberttown,Referral,18,16743.85,2024-09-04,1
C126384,Lake Debra,Social Media,1,385.35,2023-09-14,0
C126385,North Noahstad,App Store,1,753.61,2024-05-29,0
C126386,Lake Roberto,Organic,1,1703.13,2025-07-01,0
C126387,North Noahstad,Referral,12,6357.17,2024-10-07,1
C126388,East Jessetown,Referral,27,7925.87,2023-08-30,1
C126389,North Noahstad,Paid Search,1,455.08,2024-04-08,0
C126390,North Noahstad,App Store,1,245.68,2024-11-25,0
C126391,Robinsonshire,App Store,1,688.43,2025-04-21,0
C126392,East Jill,Referral,1,233.45,2024-12-16,0
C126393,New Roberttown,Social Media,1,238.87,2024-02-05,0
C126394,East Jill,Organic,11,4012.53,2024-01-04,1
C126395,Ericmouth,Organic,1,976.77,2023-10-28,0
C126396,East Jessetown,Social Media,1,549.96,2024-11-26,0
C126397,Lake Roberto,Organic,1,35.04,2023-11-09,0
C126398,New Roberttown,Social Media,1,280.35,2024-10-19,0
C126399,North Noahstad,Paid Search,25,16136.87,2025-05-06,1
C126400,Lake Roberto,App Store,25,18007.37,2024-11-03,1
C126401,East Jessetown,Organic,27,27292.35,2024-03-31,1
C126402,Lake Debra,Organic,1,870.5,2023-12-18,0
C126403,North Judithbury,Social Media,1,266.36,2025-06-20,0
C126404,East Jill,Organic,24,12211.96,2023-10-05,1
C126405,North Noahstad,Paid Search,1,138.04,2023-08-06,0
C126406,Ericmouth,Social Media,1,390.82,2024-07-07,0
C126407,Ericmouth,Organic,20,18760.61,2023-09-09,1
C126408,Lisatown,Organic,1,1712.7,2025-02-19,0
C126409,New Roberttown,Organic,1,81.4,2025-02-25,0
C126410,East Jill,Organic,1,529.82,2023-10-14,0
C126411,Lake Roberto,Paid Search,1,44.06,2024-04-27,0
C126412,East Jessetown,Social Media,1,203.73,2025-05-14,0
C126413,North Judithbury,Social Media,19,11819.37,2024-12-01,1
C126414,North Judithbury,Organic,1,354.74,2023-10-03,0
C126415,Robinsonshire,Organic,30,14573.3,2024-09-09,1
C126416,Ericmouth,App Store,1,1905.65,2024-08-01,0
C126417,East Jessetown,Paid Search,1,1063.17,2024-11-21,0
C126418,North Noahstad,Social Media,1,836.36,2025-04-09,0
C126419,East Jessetown,Organic,1,1009.03,2024-07-25,0
C126420,Lake Roberto,Paid Search,1,519.4,2025-05-29,0
C126421,New Roberttown,Organic,1,151.29,2024-12-01,0
C126422,Lisatown,Social Media,1,374.51,2023-08-14,0
C126423,New Roberttown,Paid Search,1,918.28,2024-08-27,0
C126424,Lake Roberto,Social Media,1,562.17,2024-04-24,0
C126425,Lake Debra,Paid Search,9,5373.91,2024-04-27,1
C126426,North Judithbury,Paid Search,1,890.43,2024-11-24,0
C126427,New Roberttown,Referral,1,868.93,2024-11-25,0
C126428,East Jessetown,Social Media,0,0.0,,0
C126429,Lake Debra,Social Media,1,603.5,2023-09-30,0
C126430,New Roberttown,Organic,15,10709.82,2023-09-11,1
C126431,Robinsonshire,Paid Search,32,19383.91,2024-01-18,1
C126432,North Noahstad,Paid Search,1,131.8,2024-12-29,0
C126433,Lake Roberto,Organic,1,323.84,2023-11-16,0
C126434,East Jessetown,Organic,14,6624.79,2025-03-26,1
C126435,Lisatown,Organic,1,238.7,2025-03-10,0
C126436,North Noahstad,Organic,1,739.22,2024-07-11,0
C126437,New Roberttown,App Store,1,75.48,2024-09-30,0
C126438,New Roberttown,Social Media,1,1983.31,2024-12-19,0
C126439,North Judithbury,Organic,1,605.64,2023-07-08,0
C126440,Ericmouth,App Store,1,559.84,2024-06-13,0
C126441,Ericmouth,Organic,1,184.21,2025-03-01,0
C126442,Lake Debra,Paid Search,1,595.2,2025-05-23,0
C126443,Ericmouth,Paid Search,1,721.1,2024-01-19,0
C126444,Lisatown,Referral,1,605.62,2024-07-02,0
C126445,North Noahstad,Organic,1,87.01,2023-07-10,0
C126446,North Noahstad,Paid Search,1,524.77,2023-10-09,0
C126447,North Noahstad,Organic,31,18709.9,2023-09-01,1
C126448,East Jessetown,Paid Search,1,1278.84,2024-03-12,0
C126449,Lisatown,Referral,1,1173.81,2024-08-12,0
C126450,East Jill,Organic,1,413.48,2024-02-22,0
C126451,Ericmouth,Social Media,1,390.71,2023-11-12,0
C126452,East Jessetown,Organic,1,108.3,2025-04-03,0
C126453,Lake Debra,Social Media,1,384.17,2024-10-06,0
C126454,Robinsonshire,Paid Search,11,6815.3,2025-01-30,1
C126455,Lake Roberto,App Store,1,512.82,2025-03-19,0
C126456,Lake Roberto,App Store,1,544.19,2025-03-26,0
C126457,North Noahstad,Social Media,17,4757.17,2024-04-24,1
C126458,Lake Roberto,Social Media,1,805.36,2024-11-25,0
C126459,Lake Roberto,Referral,21,14874.04,2025-04-01,1
C126460,Robinsonshire,App Store,21,13293.91,2025-01-14,1
C126461,Lake Debra,App Store,1,466.65,2023-12-09,0
C126462,North Noahstad,Organic,1,302.77,2025-05-09,0
C126463,East Jessetown,Social Media,1,145.91,2024-10-13,0
C126464,Lisatown,Paid Search,1,395.02,2023-10-15,0
C126465,New Roberttown,Paid Search,1,990.44,2025-04-17,0
C126466,Lake Debra,Social Media,9,5736.42,2025-02-05,1
C126467,East Jessetown,Social Media,20,13324.1,2024-08-10,1
C126468,New Roberttown,Organic,34,25764.67,2024-03-18,1
C126469,Ericmouth,Referral,1,189.47,2025-01-23,0
C126470,Lake Roberto,App Store,26,20147.21,2024-09-02,1
C126471,Lake Roberto,Organic,1,451.59,2024-09-15,0
C126472,North Judithbury,Paid Search,1,270.45,2023-08-12,0
C126473,New Roberttown,Social Media,1,2171.1,2023-10-26,0
C126474,New Roberttown,Organic,19,15157.79,2024-02-27,1
C126475,Lake Roberto,Referral,1,241.82,2025-05-05,0
C126476,Ericmouth,Organic,1,327.16,2024-11-17,0
C126477,East Jessetown,Organic,1,437.43,2023-11-27,0
C126478,East Jessetown,Social Media,1,216.05,2025-04-08,0
C126479,Robinsonshire,Paid Search,1,122.91,2025-01-29,0
C126480,North Noahstad,Organic,1,1309.66,2023-09-01,0
C126481,East Jessetown,Social Media,28,12620.75,2023-09-07,1
C126482,New Roberttown,Social Media,1,470.59,2024-03-31,0
C126483,Robinsonshire,Organic,1,653.39,2024-06-28,0
C126484,North Noahstad,Referral,44,57979.48,2025-01-14,1
C126485,Lake Roberto,Referral,1,1211.76,2024-08-31,0
C126486,Robinsonshire,Social Media,0,0.0,,0
C126487,Lake Roberto,Paid Search,1,92.9,2024-11-12,0
C126488,North Judithbury,Social Media,1,28.89,2024-10-31,0
C126489,Lake Roberto,Social Media,15,7912.48,2024-12-01,1
C126490,North Judithbury,App Store,6,4341.22,2024-09-23,1
C126491,East Jessetown,Organic,1,1001.57,2023-08-10,0
C126492,East Jessetown,Referral,1,151.5,2025-05-10,0
C126493,Lisatown,Paid Search,1,376.84,2024-02-22,0
C126494,New Roberttown,App Store,1,410.07,2025-02-18,0
C126495,New Roberttown,Paid Search,1,1044.58,2024-10-31,0
C126496,Ericmouth,Organic,26,11803.23,2024-10-03,1
C126497,Lake Debra,Organic,27,16416.26,2024-04-03,1
C126498,Lake Roberto,Social Media,33,18238.3,2025-01-16,1
C126499,Robinsonshire,Social Media,1,281.5,2024-05-28,0
C126500,Lisatown,Social Media,1,1017.06,2024-01-06,0
C126501,Lisatown,Referral,0,0.0,,0
C126502,Lisatown,Referral,1,41.0,2023-09-18,0
C126503,North Noahstad,App Store,11,13185.24,2024-09-18,1
C126504,Lake Roberto,App Store,12,4552.86,2024-05-12,1
C126505,East Jessetown,Referral,1,574.94,2024-03-01,0
C126506,East Jill,App Store,35,19047.5,2024-07-02,1
C126507,Ericmouth,Social Media,4,1282.46,2023-09-24,0
C126508,East Jessetown,App Store,1,205.08,2025-04-13,0
C126509,East Jessetown,Organic,1,508.09,2024-07-06,0
C126510,East Jill,Paid Search,14,7804.07,2025-05-10,1
C126511,Robinsonshire,Referral,28,22248.64,2024-04-26,1
C126512,Robinsonshire,Organic,13,10931.62,2024-02-08,1
C126513,Ericmouth,Referral,1,73.2,2024-10-07,0
C126514,Lake Roberto,Organic,28,16432.3,2023-08-01,1
C126515,Lake Roberto,Social Media,1,104.69,2023-12-19,0
C126516,Robinsonshire,Referral,0,0.0,,0
C126517,Ericmouth,Referral,16,5452.64,2023-10-21,1
C126518,North Noahstad,Organic,1,2499.31,2025-06-29,0
C126519,Ericmouth,Referral,1,557.58,2024-03-12,0
C126520,East Jessetown,Organic,37,28021.09,2024-12-11,1
C126521,New Roberttown,Organic,1,712.11,2025-05-04,0
C126522,North Judithbury,Organic,1,297.68,2023-08-23,0
C126523,North Noahstad,Paid Search,6,3855.16,2023-12-06,1
C126524,Lake Roberto,App Store,6,5065.2,2023-08-23,1
C126525,North Noahstad,Referral,1,230.45,2024-02-08,0
C126526,Lake Roberto,App Store,28,19196.76,2024-08-31,1
C126527,Lake Debra,Referral,1,182.85,2025-01-29,0
C126528,East Jill,Referral,1,347.34,2024-05-09,0
C126529,North Judithbury,Organic,1,68.41,2025-01-11,0
C126530,Lake Roberto,Organic,1,757.89,2025-02-26,0
C126531,East Jessetown,Referral,1,262.98,2024-04-14,0
C126532,East Jessetown,Organic,26,22922.04,2024-03-06,1
C126533,Ericmouth,App Store,1,564.16,2025-02-19,0
C126534,Lake Debra,Organic,1,176.17,2023-12-24,0
C126535,North Noahstad,Referral,21,9572.52,2025-01-03,1
C126536,Robinsonshire,Paid Search,1,183.9,2024-10-25,0
C126537,Ericmouth,Social Media,1,295.2,2024-01-29,0
C126538,East Jill,Social Media,1,488.77,2023-11-29,0
C126539,East Jessetown,Organic,1,278.82,2024-09-27,0
C126540,East Jill,App Store,17,10876.86,2024-11-19,1
C126541,North Judithbury,Social Media,1,266.5,2024-01-10,0
C126542,North Noahstad,Organic,1,588.02,2024-10-12,0
C126543,Robinsonshire,Paid Search,1,511.23,2024-07-17,0
C126544,East Jessetown,Social Media,1,325.07,2023-07-09,0
C126545,East Jessetown,Organic,1,177.53,2024-05-27,0
C126546,New Roberttown,Organic,1,1274.84,2024-01-08,0
C126547,East Jill,Organic,1,271.87,2024-06-14,0
C126548,North Noahstad,App Store,40,18173.89,2023-10-06,1
C126549,East Jill,Paid Search,1,609.59,2025-05-29,0
C126550,East Jessetown,App Store,1,237.03,2023-08-29,0
C126551,East Jill,Organic,20,23293.45,2025-02-04,1
C126552,North Noahstad,Organic,1,311.02,2023-12-26,0
C126553,New Roberttown,Social Media,54,46146.24,2024-10-02,1
C126554,East Jessetown,App Store,1,311.23,2023-10-04,0
C126555,Lake Roberto,App Store,9,5540.12,2023-08-10,1
C126556,Robinsonshire,Social Media,1,437.49,2025-05-09,0
C126557,East Jessetown,Social Media,43,34437.66,2023-10-09,1
C126558,Robinsonshire,Social Media,12,5852.97,2024-08-30,1
C126559,Lake Debra,Social Media,19,18306.1,2024-10-17,1
C126560,New Roberttown,Social Media,11,5971.44,2023-12-15,1
C126561,Robinsonshire,Paid Search,1,225.8,2025-05-07,0
C126562,East Jessetown,Social Media,1,255.35,2025-02-09,0
C126563,North Noahstad,App Store,14,5042.72,2023-08-09,1
C126564,Lake Debra,Paid Search,1,1140.42,2023-07-27,0
C126565,Lake Roberto,Paid Search,1,2121.28,2025-06-29,0
C126566,New Roberttown,Organic,1,192.85,2023-09-24,0
C126567,Lisatown,Paid Search,1,1191.12,2024-06-16,0
C126568,Robinsonshire,Paid Search,30,24454.44,2025-01-16,1
C126569,Lake Roberto,Organic,1,38.04,2024-04-09,0
C126570,Lake Debra,Organic,1,424.29,2025-06-01,0
C126571,Lake Roberto,Organic,24,22256.11,2024-11-15,1
C126572,North Judithbury,Social Media,13,11702.77,2025-01-08,1
C126573,Lisatown,Paid Search,9,3072.7,2025-06-26,1
C126574,Lake Roberto,Organic,13,8353.09,2023-10-06,1
C126575,Lake Debra,Social Media,17,14703.39,2023-12-03,1
C126576,North Judithbury,Social Media,1,272.28,2023-09-18,0
C126577,Robinsonshire,Social Media,1,106.88,2025-06-07,0
C126578,Lake Roberto,App Store,26,13794.89,2024-08-09,1
C126579,Lake Debra,App Store,1,793.77,2023-10-06,0
C126580,North Judithbury,Organic,1,587.84,2024-02-07,0
C126581,East Jessetown,Organic,1,213.19,2025-02-12,0
C126582,North Noahstad,Organic,1,1043.48,2024-07-24,0
C126583,New Roberttown,Organic,1,1360.7,2024-12-01,0
C126584,Robinsonshire,Social Media,1,1737.78,2024-06-25,0
C126585,East Jessetown,Paid Search,1,63.33,2024-06-21,0
C126586,Lake Roberto,Organic,13,6176.77,2025-04-07,1
C126587,Lake Debra,Social Media,22,10652.21,2024-08-09,1
C126588,East Jessetown,Organic,1,529.12,2024-12-29,0
C126589,Robinsonshire,Organic,1,647.71,2025-06-19,0
C126590,Robinsonshire,Organic,1,1065.09,2024-06-05,0
C126591,Lake Debra,Organic,24,22818.57,2025-01-10,1
C126592,New Roberttown,Paid Search,1,331.98,2025-04-15,0
C126593,East Jill,Organic,1,1366.08,2025-06-27,0
C126594,Lisatown,Referral,24,23600.77,2024-05-06,1
C126595,East Jessetown,Organic,6,3454.02,2023-09-24,1
C126596,Lisatown,Paid Search,1,655.2,2025-04-25,0
C126597,East Jessetown,Organic,26,17978.72,2024-04-20,1
C126598,Ericmouth,Paid Search,1,109.0,2023-08-26,0
C126599,Lake Roberto,App Store,1,406.31,2023-12-31,0
C126600,Lake Debra,App Store,1,703.23,2025-03-24,0
C126601,East Jessetown,App Store,22,7182.77,2024-03-02,1
C126602,Lake Roberto,Social Media,1,471.4,2024-09-23,0
C126603,North Judithbury,Paid Search,11,9935.05,2025-06-06,1
C126604,North Judithbury,Organic,27,17492.72,2024-11-18,1
C126605,North Judithbury,Organic,1,340.19,2024-08-10,0
C126606,East Jessetown,Organic,0,0.0,,0
C126607,Lake Debra,Paid Search,1,521.53,2025-03-03,0
C126608,New Roberttown,Social Media,1,496.38,2025-01-05,0
C126609,East Jill,Organic,1,163.08,2023-07-10,0
C126610,East Jessetown,Organic,1,1098.28,2024-05-19,0
C126611,Lake Debra,Organic,1,810.9,2024-07-21,0
C126612,New Roberttown,Paid Search,1,244.83,2024-03-10,0
C126613,Robinsonshire,App Store,1,214.41,2025-05-30,0
C126614,East Jessetown,Referral,1,147.39,2025-06-10,0
C126615,North Noahstad,Social Media,1,589.25,2024-03-11,0
C126616,North Noahstad,Referral,22,9213.6,2023-07-05,1
C126617,Lisatown,Social Media,1,631.86,2024-07-01,0
C126618,Robinsonshire,App Store,0,0.0,,0
C126619,North Judithbury,Social Media,1,233.06,2024-02-08,0
C126620,Lisatown,App Store,33,14648.77,2024-11-17,1
C126621,East Jessetown,Organic,34,23712.0,2024-12-04,1
C126622,New Roberttown,Paid Search,4,2492.87,2023-07-20,0
C126623,Lake Roberto,Paid Search,1,498.33,2023-07-12,0
C126624,North Judithbury,App Store,13,6384.77,2024-08-25,1
C126625,New Roberttown,Social Media,1,311.97,2024-08-23,0
C126626,Lake Roberto,App Store,1,515.42,2025-03-04,0
C126627,North Noahstad,App Store,1,960.19,2023-09-26,0
C126628,Robinsonshire,Referral,10,11924.76,2024-05-03,1
C126629,Robinsonshire,App Store,1,509.77,2024-06-01,0
C126630,North Noahstad,Organic,1,292.62,2024-10-31,0
C126631,North Judithbury,Social Media,6,1806.91,2024-07-04,0
C126632,Lake Debra,Paid Search,1,612.9,2024-11-17,0
C126633,New Roberttown,Referral,1,724.88,2024-04-26,0
C126634,Lake Debra,Social Media,15,7995.38,2023-09-22,0
C126635,North Noahstad,Referral,1,192.41,2023-08-12,0
C126636,Robinsonshire,Referral,1,239.52,2023-08-13,0
C126637,North Noahstad,Referral,1,166.91,2024-08-15,0
C126638,Robinsonshire,App Store,1,1030.6,2024-05-14,0
C126639,Ericmouth,Paid Search,1,2318.43,2024-01-02,0
C126640,East Jill,Organic,1,74.23,2024-09-24,0
C126641,East Jessetown,Paid Search,21,10459.52,2024-05-25,1
C126642,New Roberttown,App Store,9,4784.07,2024-02-14,1
C126643,Lake Roberto,Organic,15,5401.55,2023-09-05,1
C126644,Robinsonshire,App Store,17,8454.02,2023-10-02,1
C126645,New Roberttown,Social Media,1,48.49,2023-10-29,0
C126646,East Jill,App Store,34,24139.14,2023-11-07,1
C126647,East Jessetown,App Store,1,335.49,2024-09-25,0
C126648,East Jill,Organic,1,332.26,2024-09-27,0
C126649,Lisatown,Social Media,22,11536.28,2025-06-30,1
C126650,Ericmouth,Organic,1,167.98,2023-09-03,0
C126651,North Noahstad,Paid Search,1,1293.9,2025-06-18,0
C126652,New Roberttown,Organic,17,8926.56,2024-12-21,1
C126653,Lake Debra,Organic,1,367.91,2023-09-24,0
C126654,Robinsonshire,Paid Search,1,15.78,2024-08-21,0
C126655,Lake Debra,Organic,1,189.2,2024-08-31,0
C126656,Lake Debra,Organic,1,981.6,2023-09-18,0
C126657,New Roberttown,Social Media,1,747.3,2025-04-28,0
C126658,East Jill,Organic,1,1361.9,2024-12-03,0
C126659,Lake Debra,Organic,26,17464.85,2024-04-23,1
C126660,North Judithbury,App Store,4,2152.04,2024-05-06,0
C126661,North Judithbury,Social Media,1,452.01,2025-02-11,0
C126662,Robinsonshire,App Store,1,258.44,2024-09-19,0
C126663,Ericmouth,Social Media,1,46.38,2023-10-15,0
C126664,Robinsonshire,Paid Search,1,146.01,2024-09-20,0
C126665,North Judithbury,Social Media,22,8671.51,2025-06-23,1
C126666,Ericmouth,Organic,6,5399.43,2025-04-04,1
C126667,Lisatown,Social Media,1,120.36,2024-10-15,0
C126668,East Jessetown,Paid Search,25,19348.0,2024-08-05,1
C126669,New Roberttown,App Store,32,24233.16,2024-09-27,1
C126670,Ericmouth,Social Media,1,285.08,2024-01-25,0
C126671,Lake Debra,App Store,9,5172.24,2024-08-29,1
C126672,East Jill,Organic,28,28608.31,2025-03-09,1
C126673,New Roberttown,Social Media,15,9419.4,2025-04-20,1
C126674,New Roberttown,App Store,1,413.62,2024-09-14,0
C126675,Lake Debra,Organic,1,118.17,2024-02-17,0
C126676,East Jessetown,App Store,1,169.97,2023-12-12,0
C126677,Robinsonshire,App Store,15,7787.07,2023-12-05,1
C126678,East Jessetown,Social Media,1,453.49,2023-12-18,0
C126679,Lisatown,Paid Search,1,378.5,2024-07-25,0
C126680,Lake Debra,Social Media,20,16776.8,2024-06-18,1
C126681,North Noahstad,Paid Search,1,444.85,2025-06-25,0
C126682,Ericmouth,Organic,8,4559.92,2024-09-28,1
C126683,East Jessetown,Organic,1,1273.33,2025-06-21,0
C126684,North Judithbury,Social Media,23,12748.28,2025-05-08,1
C126685,Robinsonshire,Social Media,28,18878.75,2023-09-07,1
C126686,East Jessetown,Paid Search,1,232.65,2024-01-15,0
C126687,North Noahstad,Social Media,1,57.14,2023-08-06,0
C126688,Lake Debra,Referral,42,19174.9,2024-10-14,1
C126689,New Roberttown,Social Media,10,3724.55,2025-03-10,1
C126690,East Jessetown,Organic,18,12997.31,2025-05-04,1
C126691,Ericmouth,App Store,19,10542.25,2024-10-20,1
C126692,East Jill,Social Media,1,506.0,2023-12-25,0
C126693,North Noahstad,Social Media,1,235.08,2024-10-05,0
C126694,New Roberttown,Organic,1,695.84,2024-01-13,0
C126695,Ericmouth,Social Media,1,465.42,2024-11-30,0
C126696,Robinsonshire,Paid Search,1,195.59,2023-07-30,0
C126697,Robinsonshire,Organic,1,254.38,2023-07-25,0
C126698,New Roberttown,Referral,10,4502.81,2024-09-25,1
C126699,Lake Roberto,Organic,16,18745.78,2024-04-25,1
C126700,Lisatown,App Store,1,1891.44,2023-10-14,0
C126701,Lake Debra,Organic,8,4464.34,2024-06-17,1
C126702,Lake Debra,App Store,1,211.56,2024-09-29,0
C126703,Robinsonshire,Referral,12,2411.7,2024-10-24,1
C126704,Lake Debra,Organic,11,5728.19,2023-07-29,0
C126705,North Noahstad,Organic,22,8525.57,2024-09-01,1
C126706,North Judithbury,Paid Search,1,167.19,2023-08-31,0
C126707,New Roberttown,Organic,1,491.64,2025-01-10,0
C126708,Ericmouth,Referral,27,19236.35,2024-12-14,1
C126709,Lake Roberto,Organic,36,27475.97,2024-08-01,1
C126710,East Jessetown,Paid Search,1,173.89,2025-02-17,0
C126711,Robinsonshire,App Store,26,17457.12,2024-10-10,1
C126712,North Judithbury,Paid Search,23,10928.66,2024-09-11,1
C126713,East Jill,Organic,6,2391.85,2023-07-08,0
C126714,North Noahstad,Organic,1,976.77,2023-11-24,0
C126715,Lisatown,App Store,1,277.62,2024-10-09,0
C126716,North Judithbury,Social Media,1,525.02,2025-05-30,0
C126717,Lake Roberto,Paid Search,1,117.73,2024-07-10,0
C126718,Lake Debra,Organic,1,196.45,2025-06-28,0
C126719,Robinsonshire,Paid Search,1,251.68,2024-05-02,0
C126720,Ericmouth,App Store,0,0.0,,0
C126721,Ericmouth,App Store,0,0.0,,0
C126722,East Jill,Paid Search,21,12924.48,2024-12-26,1
C126723,East Jessetown,Organic,1,749.66,2023-07-09,0
C126724,New Roberttown,Social Media,1,1394.52,2025-04-09,0
C126725,North Noahstad,App Store,1,912.06,2025-01-15,0
C126726,Lake Roberto,Organic,42,22660.46,2024-09-10,1
C126727,Lisatown,Referral,32,16039.85,2025-04-16,1
C126728,North Judithbury,Paid Search,1,146.17,2024-12-13,0
C126729,Ericmouth,Paid Search,1,135.74,2023-09-24,0
